Number of atr,P_edge,Target assort,Target correlation,Calculated_corr,Time,Deviation_assort,Corr_type,Sheme,Mutation
20,0.05,0.9,"[0.1282866251232281, 0.2771911304517539, 0.18280256937357905, 0.016181954307524525, 0.2851023557565928, 0.1466711573652939, 0.01737517372680639, 0.20534153469721353, 0.2592685863136931, 0.012204465409925846, 0.1644061027755583, 0.10387364023563547, 0.1161536236638269, 0.18335060407782447, 0.05048121049401622, 0.039285484901082954, 0.14865517617697852, 0.2562470645305969, 0.1806364237512544]","[-0.39883325557440014, -0.2840779549276932, -0.8347176631793386, -0.11608624215471643, -0.04444474143171448, -0.05083714674757385, -0.7268609132630016, -0.33876846419256346, -0.42669293127297725, 0.013537410268680107, 0.2833290501572391, 0.17775969870135017, 0.8648352669373633, 0.3269483721284424, -0.6161453498643792, 0.45501076660060236, -0.02387437568972351, -0.4895040102630351, -0.006169705900615122]",14,0.8,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.1282866251232281, 0.2771911304517539, 0.18280256937357905, 0.016181954307524525, 0.2851023557565928, 0.1466711573652939, 0.01737517372680639, 0.20534153469721353, 0.2592685863136931, 0.012204465409925846, 0.1644061027755583, 0.10387364023563547, 0.1161536236638269, 0.18335060407782447, 0.05048121049401622, 0.039285484901082954, 0.14865517617697852, 0.2562470645305969, 0.1806364237512544]","[-0.4077762201813887, -0.31687884721220994, -0.3732383615464221, -0.13113692581957734, -0.034410009813706156, -0.13290753831669488, -0.7747595354408603, -0.30461410319977844, -0.5034006609520851, 0.08934039608743566, 0.14240236731286016, 0.019596380502322985, 0.8586558376460467, 0.29321402889563236, -0.5709836190697811, 0.5279298829098024, 0.08533451037169323, -0.2990988650104927, -0.0443615588607899]",14,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.8759428018806161, 0.7742937448215558, 0.8991486820513288, 0.755702466784321, 0.8750857236738381, 0.7795282307619438, 0.7845517275099352, 0.8321966971011858, 0.7777373878052298, 0.893695256856324, 0.7041239468766326, 0.7929310437849784, 0.7382598706462239, 0.7986065395620752, 0.8784777293321052, 0.7797014955204502, 0.7872175723828602, 0.7318483120214473, 0.7707630207721645]","[-0.5396069942116877, -0.4856150076449284, -0.7944948873712667, -0.19473507415021604, -0.13312492292204192, -0.024441901820274788, -0.7830900574854048, -0.3735572719525789, -0.5168710446755389, -0.07780192583669338, 0.3815681732698986, 0.14699536892583745, 0.8907730847864077, 0.2638105502069044, -0.5309082967354064, 0.43517077827622846, 0.005299472369296202, -0.2998219275576547, 0.140925376936518]",14,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.8759428018806161, 0.7742937448215558, 0.8991486820513288, 0.755702466784321, 0.8750857236738381, 0.7795282307619438, 0.7845517275099352, 0.8321966971011858, 0.7777373878052298, 0.893695256856324, 0.7041239468766326, 0.7929310437849784, 0.7382598706462239, 0.7986065395620752, 0.8784777293321052, 0.7797014955204502, 0.7872175723828602, 0.7318483120214473, 0.7707630207721645]","[-0.3092523174593703, -0.4188379057715093, -0.7930972905106747, -0.1733903460349333, -0.04359303113333652, 0.03147736320863577, -0.7268844037856553, -0.27037180847370185, -0.406548744799381, -0.11706722503199259, 0.27279452584889, 0.22017553384105917, 0.8443063131175612, 0.07889124534971147, -0.6725620825826919, 0.47410761994709183, 0.177992192773557, -0.47217363224163517, -0.09396397197591745]",14,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.8759428018806161, 0.7742937448215558, 0.8991486820513288, 0.755702466784321, 0.8750857236738381, 0.7795282307619438, 0.7845517275099352, 0.8321966971011858, 0.7777373878052298, 0.893695256856324, 0.7041239468766326, 0.7929310437849784, 0.7382598706462239, 0.7986065395620752, 0.8784777293321052, 0.7797014955204502, 0.7872175723828602, 0.7318483120214473, 0.7707630207721645]","[-0.3290675058886039, -0.27751216343756246, -0.8415811181947159, -0.28656376911839604, -0.1227905159817296, 0.1159772525732826, -0.7331365846733598, -0.2530244033440457, -0.39962480269554046, -0.14114694231147595, 0.21966028982841318, 0.13017698211730747, 0.8364230416452035, 0.08693940639367409, -0.5828874171299234, 0.49660864079496375, 0.2330274228033368, -0.2837396489357651, 0.01466787868169361]",12,0.30000000000000004,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.8759428018806161, 0.7742937448215558, 0.8991486820513288, 0.755702466784321, 0.8750857236738381, 0.7795282307619438, 0.7845517275099352, 0.8321966971011858, 0.7777373878052298, 0.893695256856324, 0.7041239468766326, 0.7929310437849784, 0.7382598706462239, 0.7986065395620752, 0.8784777293321052, 0.7797014955204502, 0.7872175723828602, 0.7318483120214473, 0.7707630207721645]","[-0.4321619618636744, -0.24851238507129833, -0.31188345467400946, -0.18925147333622708, -0.14773984505340965, -0.14992884763884243, -0.7151377604407487, -0.24732491685412514, -0.346329502070248, -0.07962567962340364, 0.19365361059498087, 0.11637163990445235, 0.8703966794384431, 0.07245506494014524, -0.5372061010259113, 0.5076211869742113, 0.18515119940872984, -0.4175175305606129, -0.06724902266427284]",12,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.10566995911868651, 0.27706802966426863, 0.014932683167925264]","[-0.7167336768329308, 0.4942637395298033, 0.4470423886994083]",10,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.10566995911868651, 0.27706802966426863, 0.014932683167925264]","[0.5765167728538617, 0.4149907960880298, 0.3648323212927125]",10,0.1,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.10566995911868651, 0.27706802966426863, 0.014932683167925264]","[0.32969749321397124, 0.1775219078635922, -0.06419610671510284]",10,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.10566995911868651, 0.27706802966426863, 0.014932683167925264]","[-0.31073131033925444, 0.2610935705902961, 0.14240702024066512]",16,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.10566995911868651, 0.27706802966426863, 0.014932683167925264]","[-0.2997556142314352, 0.16024564437213107, -0.32052766081399797]",16,0.30000000000000004,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.10566995911868651, 0.27706802966426863, 0.014932683167925264]","[-0.16816739753043244, 0.04065338354402905, 0.31207252266207375]",16,0.4,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.10566995911868651, 0.27706802966426863, 0.014932683167925264]","[-0.28117749882885595, -0.050387880856679265, 0.025130227069942855]",16,0.4,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.8676671056267844, 0.7051998409807116, 0.7851830576512224]","[-0.9849066902038202, 0.13019094654252608, 0.001780819538762848]",9,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.8676671056267844, 0.7051998409807116, 0.7851830576512224]","[0.22387804408782416, 0.370868909459212, 0.35963269045435453]",9,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.8676671056267844, 0.7051998409807116, 0.7851830576512224]","[0.319336691127996, 0.47854769218687004, 0.3253044127655671]",9,0.49999999999999994,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8676671056267844, 0.7051998409807116, 0.7851830576512224]","[0.7342174226919698, 0.5457596093377527, 0.5015495254297778]",19,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8676671056267844, 0.7051998409807116, 0.7851830576512224]","[0.7296709515391422, 0.46409256832270107, 0.45228055399948713]",19,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.8676671056267844, 0.7051998409807116, 0.7851830576512224]","[0.9406983766340756, 0.6149321267782978, 0.5622006524068041]",19,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.25628283206870756, 0.026789013335925604, 0.1808567958050529, 0.16433489689986916, 0.0814994185425504, 0.13004553553417023, 0.025070684794784814]","[-0.8556245199765908, -0.21259136669101183, -0.9347227212417438, -0.10123998531541963, 0.12696499662950467, 0.5730919457893582, -0.2822364309195985]",11,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.25628283206870756, 0.026789013335925604, 0.1808567958050529, 0.16433489689986916, 0.0814994185425504, 0.13004553553417023, 0.025070684794784814]","[-0.2027264480093248, 0.09134579659194372, -0.012703514669792628, -0.12982835915290186, 0.079780191141255, 0.5360131916881168, -0.21548312830634786]",11,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.25628283206870756, 0.026789013335925604, 0.1808567958050529, 0.16433489689986916, 0.0814994185425504, 0.13004553553417023, 0.025070684794784814]","[-0.7117147254999471, 0.09520838337696425, -0.6631348537688998, -0.29621033450987005, 0.09423414934729334, 0.39620901595246427, -0.5384027462639036]",8,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.25628283206870756, 0.026789013335925604, 0.1808567958050529, 0.16433489689986916, 0.0814994185425504, 0.13004553553417023, 0.025070684794784814]","[-0.7280025970238503, 0.05027021399179988, -0.7329787002819719, -0.052159498138039606, 0.16567955792728334, 0.5078268626430035, -0.41556406984898153]",8,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.25628283206870756, 0.026789013335925604, 0.1808567958050529, 0.16433489689986916, 0.0814994185425504, 0.13004553553417023, 0.025070684794784814]","[-0.7442239854283089, -0.10620910021600573, -0.6648160278776083, -0.1437730844542853, 0.22835555327330664, 0.3789556892866508, -0.5161455056011212]",8,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.25628283206870756, 0.026789013335925604, 0.1808567958050529, 0.16433489689986916, 0.0814994185425504, 0.13004553553417023, 0.025070684794784814]","[-0.03506329794618647, 0.07320775371424683, -0.23259932702422098, -0.2697005411186629, 0.1883102278073746, 0.490338284808476, -0.38736418971631176]",8,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.8976812151199949, 0.8387585115554059, 0.7617234787673407, 0.7855416588477299, 0.788885789265179, 0.8713236617838773, 0.8821303727843964]","[-0.778425646063319, -0.018008303444883793, -0.23364373156031149, -0.16615856559727238, 0.039378828301391985, 0.32236824220274674, -0.03564048971169757]",12,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.8976812151199949, 0.8387585115554059, 0.7617234787673407, 0.7855416588477299, 0.788885789265179, 0.8713236617838773, 0.8821303727843964]","[-0.7799454386974847, -0.15046525042009332, 0.1565943237109932, -0.17514196317929964, 0.25040490005596244, 0.5575441931800396, -0.4335534349145996]",12,0.09999999999999998,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.2,"[0.8976812151199949, 0.8387585115554059, 0.7617234787673407, 0.7855416588477299, 0.788885789265179, 0.8713236617838773, 0.8821303727843964]","[0.5771304971261854, -0.13175760613631426, -0.2717162706282337, 0.17446772988002207, 0.14272544835420325, 0.46737727329029993, -0.22537042704861363]",12,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.8976812151199949, 0.8387585115554059, 0.7617234787673407, 0.7855416588477299, 0.788885789265179, 0.8713236617838773, 0.8821303727843964]","[-0.7963069749131222, 0.1325736090407644, -0.7431753932199201, -0.046766253905596716, 0.06966431776373258, 0.31612686633991804, -0.2278806272138403]",9,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.8976812151199949, 0.8387585115554059, 0.7617234787673407, 0.7855416588477299, 0.788885789265179, 0.8713236617838773, 0.8821303727843964]","[-0.7191609358089766, 0.09895696212595406, -0.6562693456262318, -0.23602010863426362, 0.07114067448872569, 0.4996510923476259, -0.33921126444800576]",9,0.4,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.8976812151199949, 0.8387585115554059, 0.7617234787673407, 0.7855416588477299, 0.788885789265179, 0.8713236617838773, 0.8821303727843964]","[-0.7548047222125901, 0.01676522996073654, -0.6500575061909649, -0.15470701921156527, 0.16513814313479303, 0.5344429195521827, -0.07168163823616386]",9,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
8,0.05,0.9,"[0.8976812151199949, 0.8387585115554059, 0.7617234787673407, 0.7855416588477299, 0.788885789265179, 0.8713236617838773, 0.8821303727843964]","[-0.7081920085448771, -0.08874576097066827, 0.3082477423887242, -0.12530538609392647, 0.09941239422222223, 0.5089715707134134, -0.41890895332325845]",9,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.21057151011064026, 0.15197184065599603, 0.07548748748176251, 0.24108148481107688, 0.10971513109595739, 0.24869600276782106, 0.09485612786048338]","[0.5858643898640824, -0.7505346624921307, -0.22168735431025868, 0.3115162343567998, 0.9879555520295794, 0.37540845913362114, 0.4369147615819826]",18,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.21057151011064026, 0.15197184065599603, 0.07548748748176251, 0.24108148481107688, 0.10971513109595739, 0.24869600276782106, 0.09485612786048338]","[0.5937410020732721, -0.7180134059772227, -0.1861363592288326, -0.27538704374195233, 0.5507034667879999, 0.4139943249304707, 0.09319233158204178]",18,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.21057151011064026, 0.15197184065599603, 0.07548748748176251, 0.24108148481107688, 0.10971513109595739, 0.24869600276782106, 0.09485612786048338]","[0.6271680043800886, 0.6261415234184505, -0.3742826584807183, -0.30683838622778664, 0.30777551139606657, 0.1665118321706632, 0.5162668224268059]",18,0.49999999999999994,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.21057151011064026, 0.15197184065599603, 0.07548748748176251, 0.24108148481107688, 0.10971513109595739, 0.24869600276782106, 0.09485612786048338]","[0.5715558349044364, -0.3329380650338696, -0.1355066402896493, -0.3036837855979993, 0.9878922373137391, 0.2992268175397549, -0.0008231596736202355]",36,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.21057151011064026, 0.15197184065599603, 0.07548748748176251, 0.24108148481107688, 0.10971513109595739, 0.24869600276782106, 0.09485612786048338]","[0.21851671135346515, -0.309835654209446, 0.3077348761034413, -0.36419544157086103, 0.9836820237251883, 0.058157061085498715, 0.2706847570894419]",36,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.21057151011064026, 0.15197184065599603, 0.07548748748176251, 0.24108148481107688, 0.10971513109595739, 0.24869600276782106, 0.09485612786048338]","[0.6454734427855905, 0.48093738594268903, -0.28706244988964125, -0.242713481170623, -0.30464080078243755, 0.3245256333432158, 0.15781536666473076]",36,0.30000000000000004,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7598519305384656, 0.841889801238559, 0.7021618961793472, 0.7324856366414813, 0.8806615704647174, 0.8674301854039344, 0.738802698633978]","[0.5833277159670941, -0.8056934959622576, -0.261327115767138, 0.12381718222179723, 0.9863628008261228, 0.4400000034257696, 0.27450299210811335]",22,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.2,"[0.7598519305384656, 0.841889801238559, 0.7021618961793472, 0.7324856366414813, 0.8806615704647174, 0.8674301854039344, 0.738802698633978]","[0.3731581948356942, 0.19023731750024755, -0.4583253841520137, -0.24744071809588689, 0.9990391759325463, 0.19948336246073756, 0.4783860556881333]",22,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7598519305384656, 0.841889801238559, 0.7021618961793472, 0.7324856366414813, 0.8806615704647174, 0.8674301854039344, 0.738802698633978]","[0.6456868259140184, -0.713721982472158, -0.37395933624775063, -0.5132063400347183, 0.9877060727628647, 0.3951227549703962, 0.6135104610202673]",9,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7598519305384656, 0.841889801238559, 0.7021618961793472, 0.7324856366414813, 0.8806615704647174, 0.8674301854039344, 0.738802698633978]","[0.6325357838809005, -0.778823429403498, -0.4424669802738795, -0.3627410015510152, 0.9875321744310734, 0.35798789740307807, 0.44531640024965713]",9,0.7,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
10,0.05,0.9,"[0.7598519305384656, 0.841889801238559, 0.7021618961793472, 0.7324856366414813, 0.8806615704647174, 0.8674301854039344, 0.738802698633978]","[0.646160931132325, -0.5495354292333451, -0.2975090960495858, -0.512465990187449, 0.978758552069736, 0.7418404004934533, 0.5874580636576553]",9,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.04812125392834072, 0.033765136025516895, 0.277518220270412, 0.09682757077536182, 0.19788815857083047, 0.14900428124072257, 0.20211539159974815, 0.00884531323571952, 0.17385183778782284, 0.16604583218341867, 0.10339703248500623, 0.020778708783557077, 0.15028633952411385, 0.19869950492682223, 0.21779661780473922]","[0.5533749863391535, 0.5712323646694534, 0.7856716425837392, -0.3659803797480571, 0.18717818631388142, -0.27112630267743837, 0.3991642705002985, 0.19747489547800803, 0.2612617258047429, 0.34804542874736955, -0.54574503435886, -0.11993982236658367, 0.9120333444280987, -0.38451730213688595, 0.6142414298887545]",35,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.04812125392834072, 0.033765136025516895, 0.277518220270412, 0.09682757077536182, 0.19788815857083047, 0.14900428124072257, 0.20211539159974815, 0.00884531323571952, 0.17385183778782284, 0.16604583218341867, 0.10339703248500623, 0.020778708783557077, 0.15028633952411385, 0.19869950492682223, 0.21779661780473922]","[0.49922126672774886, -0.05760712796116534, 0.25502651435780255, 0.04002605950593582, -0.12157288586469434, -0.22344978212456573, 0.24083426253401144, 0.8493396450226053, 0.19005005346171944, 0.6033957716994123, -0.5053346545000925, 0.11941746595910929, 0.9067029532559275, -0.3305389642960593, 0.6169509682227476]",35,0.09999999999999998,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.04812125392834072, 0.033765136025516895, 0.277518220270412, 0.09682757077536182, 0.19788815857083047, 0.14900428124072257, 0.20211539159974815, 0.00884531323571952, 0.17385183778782284, 0.16604583218341867, 0.10339703248500623, 0.020778708783557077, 0.15028633952411385, 0.19869950492682223, 0.21779661780473922]","[0.5760480197673244, -0.11762994038958144, 0.17657249179783277, 0.35978934116519873, 0.32065201612198674, -0.10268909057650241, 0.5186581535610452, 0.9122921448284512, 0.02052913068937051, 0.3771222527301527, -0.40331285753728796, 0.1681074108631603, -0.023775710054625164, -0.36918145579235856, 0.6357718811084074]",35,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.04812125392834072, 0.033765136025516895, 0.277518220270412, 0.09682757077536182, 0.19788815857083047, 0.14900428124072257, 0.20211539159974815, 0.00884531323571952, 0.17385183778782284, 0.16604583218341867, 0.10339703248500623, 0.020778708783557077, 0.15028633952411385, 0.19869950492682223, 0.21779661780473922]","[0.6067967744409523, 0.5794227216269777, 0.8135462341791077, -0.515448652147374, -0.3145941771700616, -0.20721825048694814, 0.44248361676652, 0.8851356129036149, 0.22621169670067462, 0.33575738122709825, -0.5306827790197982, 0.29988457072800684, 0.8717733111637008, -0.4563397330694805, 0.6741871896464122]",13,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.04812125392834072, 0.033765136025516895, 0.277518220270412, 0.09682757077536182, 0.19788815857083047, 0.14900428124072257, 0.20211539159974815, 0.00884531323571952, 0.17385183778782284, 0.16604583218341867, 0.10339703248500623, 0.020778708783557077, 0.15028633952411385, 0.19869950492682223, 0.21779661780473922]","[0.5895444580810949, 0.4617183548398218, 0.7826308075981894, -0.5482628575072559, -0.49994580071157146, 0.15338809088342573, 0.4384633749736092, 0.8774001488354882, 0.23040332702476266, 0.3269118672239002, -0.46886596730935004, 0.3245797323609027, 0.9028860103712048, -0.4412212835354832, 0.7065636630269886]",13,0.20000000000000007,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.04812125392834072, 0.033765136025516895, 0.277518220270412, 0.09682757077536182, 0.19788815857083047, 0.14900428124072257, 0.20211539159974815, 0.00884531323571952, 0.17385183778782284, 0.16604583218341867, 0.10339703248500623, 0.020778708783557077, 0.15028633952411385, 0.19869950492682223, 0.21779661780473922]","[0.5557806100017089, 0.5709106804899527, 0.7370176607512606, -0.2729754688907061, -0.706881238396889, -0.048927106700691454, 0.3999376511136596, 0.8896547563074466, 0.24467135334777512, 0.46294336953115506, -0.49640408390796165, 0.27338606459163173, 0.9090684268531415, -0.2587356497218329, 0.688856646969415]",13,0.7,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.04812125392834072, 0.033765136025516895, 0.277518220270412, 0.09682757077536182, 0.19788815857083047, 0.14900428124072257, 0.20211539159974815, 0.00884531323571952, 0.17385183778782284, 0.16604583218341867, 0.10339703248500623, 0.020778708783557077, 0.15028633952411385, 0.19869950492682223, 0.21779661780473922]","[0.5274511449078183, 0.5856895770371772, 0.8102187834353983, -0.4781948932220757, -0.45762270456258386, -0.2880966670704744, 0.3641468348755368, -0.45554995779407936, -0.059158777686733326, 0.46869938221810886, -0.4620420932034375, 0.14834254093525162, 0.8824437710859491, -0.3843069708104419, 0.7216900692763027]",13,0.9,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7714648504564632, 0.877860755089946, 0.7179075467062465, 0.8890944263971489, 0.8890375115365313, 0.8774464261039744, 0.8524618573054006, 0.7954277086936397, 0.8800878542344346, 0.7739609989218442, 0.7593850924922803, 0.769867805081517, 0.7330508034860478, 0.860953845121467, 0.8332692577413983]","[0.6118189741208704, 0.5304858328724588, 0.7105493768938451, -0.44585881766547175, -0.5586894699973133, -0.10298492227572498, 0.3388368540668409, 0.8865673599122466, 0.2746302393998254, 0.5039039129930079, -0.387212456904199, 0.21975595279224683, 0.9012849080548383, -0.2506760228639393, 0.6622152950147383]",11,0.1,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.2,"[0.7714648504564632, 0.877860755089946, 0.7179075467062465, 0.8890944263971489, 0.8890375115365313, 0.8774464261039744, 0.8524618573054006, 0.7954277086936397, 0.8800878542344346, 0.7739609989218442, 0.7593850924922803, 0.769867805081517, 0.7330508034860478, 0.860953845121467, 0.8332692577413983]","[0.4408456819492258, 0.6985707193701045, 0.6823449734637297, -0.42966603296369305, -0.5618967911068651, -0.025699776724382256, 0.23674667673349176, 0.9015702484454211, 0.09387648962126847, 0.519925187351239, -0.3186219986206971, 0.24208587675693768, 0.9024032833963999, 0.31499393716457263, 0.7445033082293877]",11,0.2,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7714648504564632, 0.877860755089946, 0.7179075467062465, 0.8890944263971489, 0.8890375115365313, 0.8774464261039744, 0.8524618573054006, 0.7954277086936397, 0.8800878542344346, 0.7739609989218442, 0.7593850924922803, 0.769867805081517, 0.7330508034860478, 0.860953845121467, 0.8332692577413983]","[0.4795884406921748, 0.6313664422970613, 0.7703040446242521, -0.4223468207701373, -0.4406943125117076, 0.05683841266557213, 0.37809456053270607, 0.8834546055819771, 0.15022376316968064, 0.4970825439992727, -0.18331001150428952, 0.1915642544212236, 0.8889146199036768, -0.12428399641171275, 0.643807185607341]",13,0.0,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7714648504564632, 0.877860755089946, 0.7179075467062465, 0.8890944263971489, 0.8890375115365313, 0.8774464261039744, 0.8524618573054006, 0.7954277086936397, 0.8800878542344346, 0.7739609989218442, 0.7593850924922803, 0.769867805081517, 0.7330508034860478, 0.860953845121467, 0.8332692577413983]","[0.6212908769063088, 0.6119126944930158, 0.7695616232747149, -0.322402001617635, -0.5504291547977193, -0.028528062399312673, 0.2781855487854779, 0.8820870448649509, 0.0325852675719693, 0.27000998954010624, -0.45847319430176037, 0.29291687793702986, 0.9032300327950769, -0.3506799026289943, 0.6887880185284053]",13,0.20000000000000007,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7714648504564632, 0.877860755089946, 0.7179075467062465, 0.8890944263971489, 0.8890375115365313, 0.8774464261039744, 0.8524618573054006, 0.7954277086936397, 0.8800878542344346, 0.7739609989218442, 0.7593850924922803, 0.769867805081517, 0.7330508034860478, 0.860953845121467, 0.8332692577413983]","[0.5279391332164727, 0.5133018557743991, 0.823891510690422, -0.5122179894713491, -0.559124312542734, -0.08310128735005366, 0.2307927074445953, 0.8802907163414738, 0.2174537828474644, 0.27004162154883327, -0.3411632095521621, 0.19454324742753248, 0.930013860143282, -0.3134932333103494, 0.7084839380815227]",13,0.5,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
20,0.05,0.9,"[0.7714648504564632, 0.877860755089946, 0.7179075467062465, 0.8890944263971489, 0.8890375115365313, 0.8774464261039744, 0.8524618573054006, 0.7954277086936397, 0.8800878542344346, 0.7739609989218442, 0.7593850924922803, 0.769867805081517, 0.7330508034860478, 0.860953845121467, 0.8332692577413983]","[0.5370927952027884, 0.42850145547890106, 0.7504244047623078, -0.38892864599349825, 0.319772364540033, -0.007798054161156179, 0.08022030338304545, 0.9026850251686374, 0.08705472086744095, 0.24848152057499545, -0.43957460237174684, -0.14268975430643752, 0.9323996394666128, -0.3106734468997294, 0.5435996702574032]",13,0.9,high,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.13294812685680427, 0.21634275502795636, 0.2492511317612554]","[-0.665870581716125, -0.09047940860692659, 0.2649014348733058]",9,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.2,"[0.13294812685680427, 0.21634275502795636, 0.2492511317612554]","[-0.14413516278215138, 0.08429071884408484, 0.16205417366837863]",9,0.2,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
5,0.05,0.9,"[0.13294812685680427, 0.21634275502795636, 0.2492511317612554]","[0.4506575392380444, 0.24803393627107817, 0.2263737905765344]",22,0.0,low,GeneticSchemeTypesEnum.parameter_free,MutationAgentTypeEnum.default
